clade_name	../concat/170191_CAGE4007_METAG.1.fq.gz	../concat/170191_CAGE4014_METAG.1.fq.gz	../concat/170191_CAGE4015_METAG.1.fq.gz	../concat/170191_CAGE4017_METAG.1.fq.gz	../concat/170191_CAGE4019_METAG.1.fq.gz	../concat/170191_CAGE4021_METAG.1.fq.gz	../concat/170191_CAGE4027_METAG.1.fq.gz	../concat/170191_CAGE4030_METAG.1.fq.gz	../concat/170191_CAGE4031_METAG.1.fq.gz	../concat/170191_CAGE4039_METAG.1.fq.gz	../concat/170191_CAGE4040_METAG.1.fq.gz	../concat/170191_CAGE4041_METAG.1.fq.gz	../concat/170191_CAGE4045_METAG.1.fq.gz	../concat/170191_CAGE4052_METAG.1.fq.gz	../concat/170191_CAGE4053_METAG.1.fq.gz	../concat/170191_CAGE4056_METAG.1.fq.gz	../concat/170191_CAGE4060_METAG.1.fq.gz	../concat/170191_CAGE4062_METAG.1.fq.gz	../concat/170191_CAGE4073_METAG.1.fq.gz	../concat/170191_CAGE4081_METAG.1.fq.gz	../concat/170191_CAGE4083_METAG.1.fq.gz	../concat/170191_CAGE4084_METAG.1.fq.gz	../concat/170191_CAGE4085_METAG.1.fq.gz	../concat/170191_CAGE4087_METAG.1.fq.gz	../concat/170191_CAGE4089_METAG.1.fq.gz	../concat/170191_CAGE4091_METAG.1.fq.gz	../concat/170191_CAGE4099_METAG.1.fq.gz	../concat/170191_CAGE4114_METAG.1.fq.gz	../concat/170191_CAGE4119_METAG.1.fq.gz	../concat/170191_CAGE4128_METAG.1.fq.gz	../concat/170191_CAGE4129_METAG.1.fq.gz	../concat/170191_CAGE4131_METAG.1.fq.gz	../concat/170191_CAGE4133_METAG.1.fq.gz	../concat/170191_CAGE4149_METAG.1.fq.gz	../concat/170191_CAGE4150_METAG.1.fq.gz	../concat/170191_CAGE4151_METAG.1.fq.gz	../concat/170191_CAGE4155_METAG.1.fq.gz	../concat/170191_CAGE4157_METAG.1.fq.gz	../concat/170191_CAGE4161_METAG.1.fq.gz	../concat/170191_CAGE4164_METAG.1.fq.gz	../concat/170191_CAGE4165_METAG.1.fq.gz	../concat/170191_CAGE4166_METAG.1.fq.gz	../concat/170191_CAGE4167_METAG.1.fq.gz	../concat/170191_CAGE4177_METAG.1.fq.gz	../concat/170191_CAGE4179_METAG.1.fq.gz	../concat/170191_CAGE4180_METAG.1.fq.gz	../concat/170191_CAGE4185_METAG.1.fq.gz	../concat/170191_CAGE4186_METAG.1.fq.gz	../concat/170191_CAGE4188_METAG.1.fq.gz	../concat/170191_CAGE4191_METAG.1.fq.gz	../concat/170191_CAGE4192_METAG.1.fq.gz	../concat/170191_CAGE4197_METAG.1.fq.gz	../concat/170191_CAGE4201_METAG.1.fq.gz	../concat/170191_CAGE4203_METAG.1.fq.gz	../concat/170191_CAGE4212_METAG.1.fq.gz	../concat/170191_CAGE4214_METAG.1.fq.gz	../concat/170191_CAGE4217_METAG.1.fq.gz	../concat/170191_CAGE4219_METAG.1.fq.gz	../concat/170191_CAGE4233_METAG.1.fq.gz	../concat/170191_CAGE4234_METAG.1.fq.gz	../concat/170191_CAGE4236_METAG.1.fq.gz	../concat/170191_CAGE4239_METAG.1.fq.gz	../concat/170191_CAGE4244_METAG.1.fq.gz	../concat/170191_CAGE4246_METAG.1.fq.gz	../concat/170191_CAGE4248_METAG.1.fq.gz	../concat/170191_CAGE4251_METAG.1.fq.gz	../concat/170191_CAGE4252_METAG.1.fq.gz	../concat/170191_CAGE4257_METAG.1.fq.gz	../concat/170191_CAGE4260_METAG.1.fq.gz	../concat/170191_CAGE4262_METAG.1.fq.gz	../concat/170191_CAGE4267_METAG.1.fq.gz	../concat/170191_CAGE4274_METAG.1.fq.gz	../concat/170191_CAGE4275_METAG.1.fq.gz	../concat/170191_CAGE4281_METAG.1.fq.gz	../concat/170191_CAGE4286_METAG.1.fq.gz	../concat/170191_CAGE4290_METAG.1.fq.gz	../concat/170191_CAGE4294_METAG.1.fq.gz	../concat/170191_CAGE4295_METAG.1.fq.gz	../concat/170191_CAGE4296_METAG.1.fq.gz	../concat/170191_CAGE4315_METAG.1.fq.gz	../concat/170191_CAGE4325_METAG.1.fq.gz	../concat/170191_CAGE4327_METAG.1.fq.gz	../concat/170191_CAGE4337_METAG.1.fq.gz	../concat/170191_CAGE4339_METAG.1.fq.gz	../concat/170191_CAGE4341_METAG.1.fq.gz	../concat/170191_CAGE4346_METAG.1.fq.gz	../concat/170191_CAGE4347_METAG.1.fq.gz	../concat/170191_CAGE4354_METAG.1.fq.gz	../concat/170191_CAGE4359_METAG.1.fq.gz	../concat/170191_CAGE4366_METAG.1.fq.gz	../concat/170191_CAGE4372_METAG.1.fq.gz	../concat/170191_CAGE4376_METAG.1.fq.gz	../concat/170191_CAGE4378_METAG.1.fq.gz	../concat/170191_CAGE4392_METAG.1.fq.gz	../concat/170191_CAGE4401_METAG.1.fq.gz	../concat/170191_CAGE4414_METAG.1.fq.gz	../concat/170191_CAGE4421_METAG.1.fq.gz	../concat/170191_CAGE4424_METAG.1.fq.gz	../concat/170191_CAGE4428_METAG.1.fq.gz	../concat/170191_CAGE4434_METAG.1.fq.gz	../concat/170191_CAGE4437_METAG.1.fq.gz	../concat/170191_CAGE4439_METAG.1.fq.gz	../concat/170191_CAGE4443_METAG.1.fq.gz	../concat/170191_CAGE4448_METAG.1.fq.gz	../concat/170191_CAGE4454_METAG.1.fq.gz	../concat/170191_CAGE4468_METAG.1.fq.gz	../concat/170191_CAGE4469_METAG.1.fq.gz	../concat/170191_CAGE4479_METAG.1.fq.gz	../concat/170191_CAGE4481_METAG.1.fq.gz	../concat/170191_CAGE4488_METAG.1.fq.gz	../concat/170191_CAGE4497_METAG.1.fq.gz	../concat/170191_CAGE4521_METAG.1.fq.gz	../concat/170191_CAGE4526_METAG.1.fq.gz	../concat/170191_CAGE4534_METAG.1.fq.gz	../concat/170191_CAGE4556_METAG.1.fq.gz	../concat/170191_CAGE4557_METAG.1.fq.gz	../concat/170191_CAGE4559_METAG.1.fq.gz	../concat/170191_CAGE4561_METAG.1.fq.gz	../concat/170191_CAGE4563_METAG.1.fq.gz	../concat/170191_CAGE4569_METAG.1.fq.gz	../concat/170191_CAGE4573_METAG.1.fq.gz	../concat/170191_CAGE4581_METAG.1.fq.gz	../concat/170191_CAGE4583_METAG.1.fq.gz	../concat/170191_CAGE4591_METAG.1.fq.gz	../concat/170191_CAGE4601_METAG.1.fq.gz	../concat/170191_CAGE4602_METAG.1.fq.gz	../concat/170191_CAGE4604_METAG.1.fq.gz	../concat/170191_CAGE4613_METAG.1.fq.gz	../concat/170191_CAGE4626_METAG.1.fq.gz	../concat/170191_CAGE4628_METAG.1.fq.gz	../concat/170191_CAGE4646_METAG.1.fq.gz	../concat/170191_CAGE4650_METAG.1.fq.gz	../concat/170191_CAGE4659_METAG.1.fq.gz	../concat/170191_CAGE4664_METAG.1.fq.gz	../concat/170191_CAGE4667_METAG.1.fq.gz	../concat/170191_CAGE4675_METAG.1.fq.gz	../concat/170191_CAGE4679_METAG.1.fq.gz	../concat/170191_CAGE4689_METAG.1.fq.gz	../concat/170191_CAGE4691_METAG.1.fq.gz	../concat/170191_CAGE4695_METAG.1.fq.gz	../concat/170191_CAGE4696_METAG.1.fq.gz	../concat/170191_CAGE4701_METAG.1.fq.gz	../concat/170191_CAGE4733_METAG.1.fq.gz	../concat/170191_CAGE4738_METAG.1.fq.gz	../concat/170191_CAGE4754_METAG.1.fq.gz	../concat/170191_CAGE4762_METAG.1.fq.gz
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia	0.0	4.9063	0.0	1.3855	0.0	2.4503	11.334600000000002	0.7262	1.2065	0.8891	2.63	2.4975	3.5555000000000003	0.6819	0.774	2.1909	0.8008	0.2027	0.6383000000000001	0.0	0.0	1.5516	0.1065	0.7836	0.0267	0.0	0.9517	0.0	0.0	0.1548999999999999	2.3159	4.261	12.763300000000005	2.3318000000000003	0.7798	0.8055	2.4649	0.0393	0.3939	0.0	0.1336	0.2896	0.5028	0.7408000000000001	0.5055000000000001	8.042	1.9319	3.0246	0.0	0.6655	1.1494	0.1413	0.4333	1.4956999999999998	0.2107	0.0	1.3773	1.398	10.333099999999998	0.4423	3.9302	18.4138	1.0603	0.6689999999999999	0.359	5.956800000000001	0.3431	2.8894	1.5868	0.0188	0.5179	1.5263	1.1028000000000002	0.6962	0.2686	0.8493	0.4913	0.9548	0.2241	0.0	1.5511	1.5464	0.3107	1.8082	0.0	0.0	0.4288	0.336	1.2127	0.0	0.0	0.2813	0.2996	0.1442	0.5879	0.3008	4.809699999999999	0.5067	0.8082	4.4407	1.445	0.5312	0.3254999999999999	0.658	1.2019000000000002	0.0	0.09	0.0	0.0	0.534	0.4276	2.2487	0.5154000000000001	0.8334	0.8689	1.6166	1.0067	2.6371	0.1385	0.4083	0.1496	0.5867000000000001	0.3465999999999999	0.0578	3.4108	0.0	2.1206	8.7636	1.9296	1.3311	0.0	0.6258	0.0	1.415	3.0835	0.3082	5.5614	0.0	0.2701	1.8758	1.8633	0.4163	2.7614	3.4337	6.2627	2.1525
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia extructa	0.0	0.0	0.0	0.0	0.0	0.0	0.0328	0.0	0.0	0.8891	0.0	0.0	0.2929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2861	0.0	0.0	0.0	0.0	0.6596	0.0	0.0	0.0258	0.1566	0.2634	0.6277	0.0424	0.0	0.0552	0.0456	0.0	0.069	0.0	0.02	0.0	0.0944	0.0	0.1671	0.0	0.0	2.2296	0.0	0.0	0.1207	0.0	0.0	0.3772	0.0	0.0	0.9023	0.0	2.7618	0.0	0.0	1.0915	0.0	0.2612	0.0794	0.1885	0.0	0.0891	0.0	0.0188	0.3064	0.0	0.0	0.0335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.3107	0.1521	0.0	0.0	0.0	0.0	0.4357	0.0	0.0	0.1148	0.0707	0.0	0.0	0.0	0.1637	0.1868	0.0781	2.0018	0.0747	0.2525	0.0274	0.0	0.0	0.0	0.0	0.0	0.0	0.0687	0.0	0.0	0.0439	0.0	0.0376	0.0	0.0623	0.091	0.0	0.0589	0.0774	0.0288	0.0	0.0	0.0929	0.0	0.0	0.5083	0.0	0.0	0.0	0.0	0.0	0.1202	0.0605	0.0	0.0	0.0	0.0	0.0774	0.0	0.0923	0.2474	1.5382	0.1805	0.1751
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia extructa|t__GCF_000177375.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0328	0.0	0.0	0.8891	0.0	0.0	0.2929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2861	0.0	0.0	0.0	0.0	0.6596	0.0	0.0	0.0258	0.1566	0.2634	0.6277	0.0424	0.0	0.0552	0.0456	0.0	0.069	0.0	0.02	0.0	0.0944	0.0	0.1671	0.0	0.0	2.2296	0.0	0.0	0.1207	0.0	0.0	0.3772	0.0	0.0	0.9023	0.0	2.7618	0.0	0.0	1.0915	0.0	0.2612	0.0794	0.1885	0.0	0.0891	0.0	0.0188	0.3064	0.0	0.0	0.0335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.3107	0.1521	0.0	0.0	0.0	0.0	0.4357	0.0	0.0	0.1148	0.0707	0.0	0.0	0.0	0.1637	0.1868	0.0781	2.0018	0.0747	0.2525	0.0274	0.0	0.0	0.0	0.0	0.0	0.0	0.0687	0.0	0.0	0.0439	0.0	0.0376	0.0	0.0623	0.091	0.0	0.0589	0.0774	0.0288	0.0	0.0	0.0929	0.0	0.0	0.5083	0.0	0.0	0.0	0.0	0.0	0.1202	0.0605	0.0	0.0	0.0	0.0	0.0774	0.0	0.0923	0.2474	1.5382	0.1805	0.1751
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia moorei	0.0	1.4604	0.0	0.0	0.0	0.0	0.1179	0.0	0.0	0.0	0.0	0.1869	0.2532	0.0891	0.0	0.018	0.0	0.0277	0.1537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1878	0.0	0.0	0.0319	0.0674	0.0564	0.2728	0.19	0.0	0.0	0.2924	0.0	0.1177	0.0	0.0284	0.0639	0.1107	0.0802	0.0634	0.0	0.1103	0.4549	0.0	0.0	0.0806	0.0	0.0	0.3356	0.0	0.0	0.3583	0.3072	0.1109	0.185	0.0	0.258	0.6972	0.1847	0.0699	0.1713	0.0	0.168	0.059	0.0	0.1403	0.1641	0.2025	0.239	0.0232	0.016	0.0	0.046	0.2241	0.0	0.2215	0.0701	0.0	0.2585	0.0	0.0	0.0	0.336	0.2458	0.0	0.0	0.0854	0.0	0.0	0.0	0.0368	0.1068	0.0	0.2847	0.193	0.3487	0.2787	0.0949	0.1571	0.1887	0.0	0.0	0.0	0.0	0.1197	0.0541	0.0	0.0646	0.3113	0.0471	0.0	0.0755	0.0325	0.0682	0.0	0.0722	0.1461	0.0783	0.0	1.125	0.0	0.1399	0.2898	0.0693	0.0	0.0	0.0	0.0	0.1202	0.1509	0.0258	0.7105	0.0	0.0468	0.855	0.1976	0.1034	0.0	0.3986	0.3151	0.2481
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia moorei|t__GCF_000425005.1	0.0	1.4604	0.0	0.0	0.0	0.0	0.1179	0.0	0.0	0.0	0.0	0.1869	0.2532	0.0891	0.0	0.018	0.0	0.0277	0.1537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1878	0.0	0.0	0.0319	0.0674	0.0564	0.2728	0.19	0.0	0.0	0.2924	0.0	0.1177	0.0	0.0284	0.0639	0.1107	0.0802	0.0634	0.0	0.1103	0.4549	0.0	0.0	0.0806	0.0	0.0	0.3356	0.0	0.0	0.3583	0.3072	0.1109	0.185	0.0	0.258	0.6972	0.1847	0.0699	0.1713	0.0	0.168	0.059	0.0	0.1403	0.1641	0.2025	0.239	0.0232	0.016	0.0	0.046	0.2241	0.0	0.2215	0.0701	0.0	0.2585	0.0	0.0	0.0	0.336	0.2458	0.0	0.0	0.0854	0.0	0.0	0.0	0.0368	0.1068	0.0	0.2847	0.193	0.3487	0.2787	0.0949	0.1571	0.1887	0.0	0.0	0.0	0.0	0.1197	0.0541	0.0	0.0646	0.3113	0.0471	0.0	0.0755	0.0325	0.0682	0.0	0.0722	0.1461	0.0783	0.0	1.125	0.0	0.1399	0.2898	0.0693	0.0	0.0	0.0	0.0	0.1202	0.1509	0.0258	0.7105	0.0	0.0468	0.855	0.1976	0.1034	0.0	0.3986	0.3151	0.2481
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia sp015256455	0.0	1.8646	0.0	0.1974	0.0	0.5979	5.0942	0.0	1.2065	0.0	0.0	0.0	0.0	0.2466	0.774	0.303	0.0	0.0868	0.0	0.0	0.0	0.0	0.1065	0.2509	0.0267	0.0	0.1043	0.0	0.0	0.0	0.9038	0.0	1.252	0.3207	0.0	0.2748	0.5771	0.0	0.2072	0.0	0.05	0.1054	0.0	0.5301	0.2076	5.0919	0.6544	0.3401	0.0	0.3071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.619	0.1343	0.0	3.6191	0.3631	0.0	0.0	0.3406	0.0	0.2171	0.4714	0.0	0.0712	0.0	0.0	0.0	0.0	0.265	0.3114	0.3972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.217	0.0	0.0	0.0	0.0	0.1442	0.0	0.0	0.0	0.3199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.1653	0.1638	2.2487	0.0859	0.0	0.4016	0.4097	0.4544	2.3327	0.0703	0.0	0.0	0.1663	0.0	0.0	0.6723	0.0	0.0	0.0	0.0	0.0	0.0	0.2667	0.0	0.3307	0.7651	0.2824	0.0	0.0	0.1276	0.0	0.2591	0.1142	0.0	0.4668	1.1534	0.0
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia sp015256455|t__GCA_015256455.1	0.0	1.8646	0.0	0.1974	0.0	0.5979	5.0942	0.0	1.2065	0.0	0.0	0.0	0.0	0.2466	0.774	0.303	0.0	0.0868	0.0	0.0	0.0	0.0	0.1065	0.2509	0.0267	0.0	0.1043	0.0	0.0	0.0	0.9038	0.0	1.252	0.3207	0.0	0.2748	0.5771	0.0	0.2072	0.0	0.05	0.1054	0.0	0.5301	0.2076	5.0919	0.6544	0.3401	0.0	0.3071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.619	0.1343	0.0	3.6191	0.3631	0.0	0.0	0.3406	0.0	0.2171	0.4714	0.0	0.0712	0.0	0.0	0.0	0.0	0.265	0.3114	0.3972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.217	0.0	0.0	0.0	0.0	0.1442	0.0	0.0	0.0	0.3199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.1653	0.1638	2.2487	0.0859	0.0	0.4016	0.4097	0.4544	2.3327	0.0703	0.0	0.0	0.1663	0.0	0.0	0.6723	0.0	0.0	0.0	0.0	0.0	0.0	0.2667	0.0	0.3307	0.7651	0.2824	0.0	0.0	0.1276	0.0	0.2591	0.1142	0.0	0.4668	1.1534	0.0
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia sp900554555	0.0	1.5813	0.0	1.1881	0.0	1.8524	3.1457	0.0	0.0	0.0	2.63	0.0	1.2138	0.3462	0.0	0.2765	0.8008	0.0882	0.2513	0.0	0.0	1.2655	0.0	0.5327	0.0	0.0	0.0	0.0	0.0	0.0972	1.1881	3.9412	9.9562	1.7787	0.7798	0.4755	1.5498	0.0	0.0	0.0	0.0352	0.1203	0.2977	0.1305	0.0674	0.0	1.1672	0.0	0.0	0.3584	0.9481	0.0	0.2095	0.7829	0.2107	0.0	0.058	1.0908	0.3178	0.123	1.8572	0.1178	0.0	0.2231	0.1228	3.7452	0.3431	2.4152	1.0564	0.0	0.0	1.0564	0.6487	0.1678	0.0	0.5683	0.1799	0.2432	0.0	0.0	1.3296	0.9636	0.0	1.3976	0.0	0.0	0.4288	0.0	0.3142	0.0	0.0	0.0811	0.2289	0.0	0.0	0.1302	4.1156	0.0	0.4454	1.9618	0.0	0.0	0.0	0.5009	1.0132	0.0	0.0	0.0	0.0	0.1803	0.0887	0.0	0.321	0.5221	0.3826	1.2069	0.4145	0.1809	0.0	0.0	0.0	0.2455	0.2683	0.0	0.5724	0.0	0.7439	1.7579	1.8603	1.3311	0.0	0.2887	0.0	0.6122	0.7623	0.0	4.8509	0.0	0.0957	0.0	1.4066	0.1064	2.514	1.0301	2.8012	1.7293
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia sp900554555|t__GCA_900554555.1	0.0	1.5813	0.0	1.1881	0.0	1.8524	3.1457	0.0	0.0	0.0	2.63	0.0	1.2138	0.3462	0.0	0.2765	0.8008	0.0882	0.2513	0.0	0.0	1.2655	0.0	0.5327	0.0	0.0	0.0	0.0	0.0	0.0972	1.1881	3.9412	9.9562	1.7787	0.7798	0.4755	1.5498	0.0	0.0	0.0	0.0352	0.1203	0.2977	0.1305	0.0674	0.0	1.1672	0.0	0.0	0.3584	0.9481	0.0	0.2095	0.7829	0.2107	0.0	0.058	1.0908	0.3178	0.123	1.8572	0.1178	0.0	0.2231	0.1228	3.7452	0.3431	2.4152	1.0564	0.0	0.0	1.0564	0.6487	0.1678	0.0	0.5683	0.1799	0.2432	0.0	0.0	1.3296	0.9636	0.0	1.3976	0.0	0.0	0.4288	0.0	0.3142	0.0	0.0	0.0811	0.2289	0.0	0.0	0.1302	4.1156	0.0	0.4454	1.9618	0.0	0.0	0.0	0.5009	1.0132	0.0	0.0	0.0	0.0	0.1803	0.0887	0.0	0.321	0.5221	0.3826	1.2069	0.4145	0.1809	0.0	0.0	0.0	0.2455	0.2683	0.0	0.5724	0.0	0.7439	1.7579	1.8603	1.3311	0.0	0.2887	0.0	0.6122	0.7623	0.0	4.8509	0.0	0.0957	0.0	1.4066	0.1064	2.514	1.0301	2.8012	1.7293
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia sp927911475	0.0	0.0	0.0	0.0	0.0	0.0	2.944	0.7262	0.0	0.0	0.0	2.3106	1.7956	0.0	0.0	1.5934	0.0	0.0	0.2333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6546	0.0	0.0	0.0	0.0	0.0393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9501	0.0	0.0	0.0	0.0	0.0	0.1413	0.2238	0.0	0.0	0.0	0.0587	0.0	5.5236	0.0	2.073	13.3274	0.0	0.0	0.0869	1.5112	0.0	0.0	0.0	0.0	0.0	0.3058	0.2516	0.2559	0.2454	0.0	0.0	0.2684	0.0	0.0	0.0	0.4627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5879	0.1338	0.4236	0.0	0.0	0.2841	1.0216	0.0	0.2032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3494	0.0	0.0	0.0	0.0578	0.9482	0.0	1.2368	6.2076	0.0	0.0	0.0	0.0704	0.0	0.2317	1.3447	0.0	0.0	0.0	0.0	0.9434	0.0	0.0	0.0	0.0	1.8125	0.0
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia sp927911475|t__GCA_927911475.1	0.0	0.0	0.0	0.0	0.0	0.0	2.944	0.7262	0.0	0.0	0.0	2.3106	1.7956	0.0	0.0	1.5934	0.0	0.0	0.2333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6546	0.0	0.0	0.0	0.0	0.0393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9501	0.0	0.0	0.0	0.0	0.0	0.1413	0.2238	0.0	0.0	0.0	0.0587	0.0	5.5236	0.0	2.073	13.3274	0.0	0.0	0.0869	1.5112	0.0	0.0	0.0	0.0	0.0	0.3058	0.2516	0.2559	0.2454	0.0	0.0	0.2684	0.0	0.0	0.0	0.4627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5879	0.1338	0.4236	0.0	0.0	0.2841	1.0216	0.0	0.2032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3494	0.0	0.0	0.0	0.0578	0.9482	0.0	1.2368	6.2076	0.0	0.0	0.0	0.0704	0.0	0.2317	1.3447	0.0	0.0	0.0	0.0	0.9434	0.0	0.0	0.0	0.0	1.8125	0.0
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Mycoplasmatales	0.0	0.0	0.5845	0.0	0.0	0.0	0.0	0.0	0.3759	0.0	0.0	0.0	0.1335	0.0	0.0	0.0	0.0	0.0	0.0	0.0349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0251	0.0349	0.0	3.5648	0.0	0.0307	0.0	0.0	0.0	0.0	0.0	0.2136	0.0	0.1624	0.0	0.0833	0.7494	0.0	0.0	0.0	0.0	0.0	0.0	0.0138	0.0	0.0174	0.2492	0.7575000000000001	0.8689	0.0	0.0	3.3932	0.4773	0.0535	0.0	0.1596	0.0667	0.0479	0.0159	0.016	0.0	0.0	0.1954999999999999	0.0	0.0	0.0	0.0	0.0312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0	0.066	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0374	0.0	0.0	0.0	0.0	0.0481999999999999	0.0537	0.0	0.025	0.0347	0.0	0.2191	0.0718999999999999	0.0	0.0	0.0469	0.0578	0.0	0.0	0.0	0.0	0.0	0.0161	0.4614	0.2841	0.0	0.0	0.0	0.0	0.0988	0.0	0.1614	0.0	0.0
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Mycoplasmatales|f__Metamycoplasmataceae	0.0	0.0	0.5845	0.0	0.0	0.0	0.0	0.0	0.3759	0.0	0.0	0.0	0.1335	0.0	0.0	0.0	0.0	0.0	0.0	0.0349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0251	0.0164	0.0	3.5648	0.0	0.0307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1624	0.0	0.0833	0.7494	0.0	0.0	0.0	0.0	0.0	0.0	0.0138	0.0	0.0174	0.2492	0.2849	0.8689	0.0	0.0	3.3932	0.4773	0.0535	0.0	0.1596	0.0667	0.0479	0.0159	0.016	0.0	0.0	0.1954999999999999	0.0	0.0	0.0	0.0	0.0312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0	0.066	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0374	0.0	0.0	0.0	0.0	0.0481999999999999	0.0537	0.0	0.025	0.0347	0.0	0.2191	0.0718999999999999	0.0	0.0	0.0469	0.0578	0.0	0.0	0.0	0.0	0.0	0.0161	0.4614	0.2841	0.0	0.0	0.0	0.0	0.0988	0.0	0.0	0.0	0.0
d__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Mycoplasmatales|f__Metamycoplasmataceae|g__Metamycoplasma	0.0	0.0	0.5845	0.0	0.0	0.0	0.0	0.0	0.3759	0.0	0.0	0.0	0.1335	0.0	0.0	0.0	0.0	0.0	0.0	0.0349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.0	0.0251	0.0164	0.0	3.5648	0.0	0.0307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1624	0.0	0.0833	0.7494	0.0	0.0	0.0	0.0	0.0	0.0	0.0138	0.0	0.0174	0.2492	0.2849	0.8689	0.0	0.0	3.3932	0.4773	0.0535	0.0	0.1596	0.0667	0.0479	0.0159	0.016	0.0	0.0	0.1954999999999999	0.0	0.0	0.0	0.0	0.0312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0271	0.0	0.066	0.0	0.0283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0374	0.0	0.0	0.0	0.0	0.0481999999999999	0.0537	0.0	0.025	0.0347	0.0	0.2191	0.0718999999999999	0.0	0.0	0.0469	0.0578	0.0	0.0	0.0	0.0	0.0	0.0161	0.4614	0.2841	0.0	0.0	0.0	0.0	0.0988	0.0	0.0	0.0	0.0
